electricity_load,temperature,hour,day,month,day_of_the_week,holiday
21984.763,18.23,20,12,9,0,0
22291.9,17.53,21,12,9,0,0
20529.125,16.94,22,12,9,0,0
18618.825,16.43,23,12,9,0,0
17270.425,15.98,0,13,9,1,0
16180.625,15.51,1,13,9,1,0
15699.313,15.24,2,13,9,1,0
15332.588,15.07,3,13,9,1,0
15401.225,14.93,4,13,9,1,0
15660.35,14.84,5,13,9,1,0
16200.438,14.7,6,13,9,1,0
18137.125,15.49,7,13,9,1,0
20051.488,17.6,8,13,9,1,0
21082.188,20.63,9,13,9,1,0
21542.7,23.4,10,13,9,1,0
21668.063,25.49,11,13,9,1,0
22123.275,26.2,12,13,9,1,0
22311.325,25.35,13,13,9,1,0
22338.763,23.84,14,13,9,1,0
21970.875,22.19,15,13,9,1,0
21673.2,20.72,16,13,9,1,0
21318.85,19.61,17,13,9,1,0
20883.388,18.8,18,13,9,1,0
20670.163,18.04,19,13,9,1,0
22088.75,17.3,20,13,9,1,0
22283.975,16.69,21,13,9,1,0
20467.188,16.17,22,13,9,1,0
18560.1,15.6,23,13,9,1,0
17069.225,15.16,0,14,9,2,0
16093.725,14.62,1,14,9,2,0
15549.413,14.08,2,14,9,2,0
15139.738,13.47,3,14,9,2,0
15194.213,13.29,4,14,9,2,0
15399.0,13.21,5,14,9,2,0
15993.725,13.1,6,14,9,2,0
17821.463,13.68,7,14,9,2,0
19894.063,15.53,8,14,9,2,0
20843.6,18.03,9,14,9,2,0
21281.25,20.29,10,14,9,2,0
21383.088,22.16,11,14,9,2,0
21745.013,22.5,12,14,9,2,0
21918.988,21.82,13,14,9,2,0
21868.263,20.65,14,14,9,2,0
21641.175,19.41,15,14,9,2,0
21392.463,17.96,16,14,9,2,0
21053.813,16.78,17,14,9,2,0
20614.55,15.9,18,14,9,2,0
20481.913,15.23,19,14,9,2,0
22057.05,14.56,20,14,9,2,0
22107.088,13.94,21,14,9,2,0
20285.963,13.4,22,14,9,2,0
18423.1,12.9,23,14,9,2,0
16987.588,12.38,0,15,9,3,0
15909.138,11.99,1,15,9,3,0
15473.3,11.72,2,15,9,3,0
15172.038,11.34,3,15,9,3,0
15129.638,11.02,4,15,9,3,0
15372.713,10.69,5,15,9,3,0
15958.538,10.5,6,15,9,3,0
17760.813,11.33,7,15,9,3,0
19707.4,13.52,8,15,9,3,0
20782.613,16.4,9,15,9,3,0
21175.138,19.42,10,15,9,3,0
21069.7,21.72,11,15,9,3,0
21413.688,22.4,12,15,9,3,0
21559.725,21.67,13,15,9,3,0
21591.563,20.49,14,15,9,3,0
21309.088,19.27,15,15,9,3,0
21206.588,18.17,16,15,9,3,0
20753.913,17.14,17,15,9,3,0
20408.625,16.3,18,15,9,3,0
20427.513,15.68,19,15,9,3,0
21973.988,15.09,20,15,9,3,0
21836.638,14.54,21,15,9,3,0
20048.913,13.91,22,15,9,3,0
18110.388,13.46,23,15,9,3,0
16738.1,13.09,0,16,9,4,0
15824.775,12.76,1,16,9,4,0
15296.113,12.46,2,16,9,4,0
14996.338,12.14,3,16,9,4,0
15091.375,12.16,4,16,9,4,0
15240.638,12.04,5,16,9,4,0
15846.313,12.1,6,16,9,4,0
17671.588,13.04,7,16,9,4,0
19494.675,15.49,8,16,9,4,0
20507.738,18.65,9,16,9,4,0
20996.25,21.55,10,16,9,4,0
21089.375,23.75,11,16,9,4,0
21450.438,24.4,12,16,9,4,0
21685.0,23.66,13,16,9,4,0
21768.513,22.67,14,16,9,4,0
21479.05,21.45,15,16,9,4,0
21275.488,20.07,16,16,9,4,0
20961.438,18.7,17,16,9,4,0
20484.013,17.8,18,16,9,4,0
20333.275,17.21,19,16,9,4,0
21727.613,16.67,20,16,9,4,0
21480.288,16.19,21,16,9,4,0
19774.438,15.75,22,16,9,4,0
18053.863,15.26,23,16,9,4,0
16818.9,14.96,0,17,9,5,0
15847.0,14.69,1,17,9,5,0
15195.363,14.34,2,17,9,5,0
14814.638,14.04,3,17,9,5,0
14681.225,13.9,4,17,9,5,0
14704.238,13.93,5,17,9,5,0
14735.438,13.7,6,17,9,5,0
15141.025,14.27,7,17,9,5,0
16452.35,15.72,8,17,9,5,0
17869.463,17.35,9,17,9,5,0
18705.625,18.87,10,17,9,5,0
19018.575,20.37,11,17,9,5,0
19240.575,20.5,12,17,9,5,0
18990.188,20.09,13,17,9,5,0
18711.363,19.49,14,17,9,5,0
18156.425,18.91,15,17,9,5,0
17801.275,18.28,16,17,9,5,0
17537.825,17.64,17,17,9,5,0
17432.975,17.1,18,17,9,5,0
17600.913,16.66,19,17,9,5,0
18993.8,16.27,20,17,9,5,0
18668.4,15.75,21,17,9,5,0
17276.038,15.34,22,17,9,5,0
16101.625,15.01,23,17,9,5,0
15047.763,14.66,0,18,9,6,0
14037.325,13.97,1,18,9,6,0
13379.95,13.68,2,18,9,6,0
13147.038,13.29,3,18,9,6,0
12913.538,12.89,4,18,9,6,0
12836.15,12.53,5,18,9,6,0
12816.063,12.4,6,18,9,6,0
12810.788,12.45,7,18,9,6,0
13578.013,12.62,8,18,9,6,0
14691.825,13.5,9,18,9,6,0
15592.863,14.5,10,18,9,6,0
16154.625,15.22,11,18,9,6,0
16347.025,15.5,12,18,9,6,0
16269.825,15.21,13,18,9,6,0
16258.575,14.7,14,18,9,6,0
15936.225,14.2,15,18,9,6,0
15628.2,13.65,16,18,9,6,0
15534.438,13.28,17,18,9,6,0
15659.15,13.0,18,18,9,6,0
16401.25,12.75,19,18,9,6,0
17910.35,12.51,20,18,9,6,0
17711.163,12.4,21,18,9,6,0
16590.963,12.08,22,18,9,6,0
15523.6,11.96,23,18,9,6,0
14427.45,11.79,0,19,9,0,0
13521.5,11.43,1,19,9,0,0
13123.225,11.13,2,19,9,0,0
13074.925,10.83,3,19,9,0,0
13075.838,10.64,4,19,9,0,0
13385.188,10.49,5,19,9,0,0
14289.9,10.2,6,19,9,0,0
16791.763,10.65,7,19,9,0,0
18995.225,11.3,8,19,9,0,0
20229.788,12.13,9,19,9,0,0
20685.275,12.72,10,19,9,0,0
20703.163,13.03,11,19,9,0,0
20918.913,13.0,12,19,9,0,0
20972.875,12.91,13,19,9,0,0
21043.188,12.64,14,19,9,0,0
20681.363,12.11,15,19,9,0,0
20487.563,11.83,16,19,9,0,0
20111.138,11.42,17,19,9,0,0
20009.438,11.0,18,19,9,0,0
20212.488,10.71,19,19,9,0,0
21668.688,10.5,20,19,9,0,0
21440.213,10.28,21,19,9,0,0
19758.6,9.87,22,19,9,0,0
17902.8,9.49,23,19,9,0,0
16601.313,9.25,0,20,9,1,0
15651.313,9.1,1,20,9,1,0
15226.6,8.92,2,20,9,1,0
14952.075,8.59,3,20,9,1,0
14919.675,8.28,4,20,9,1,0
15187.65,8.16,5,20,9,1,0
15806.538,8.1,6,20,9,1,0
17975.0,8.52,7,20,9,1,0
19761.625,9.32,8,20,9,1,0
20710.188,10.68,9,20,9,1,0
21030.375,11.88,10,20,9,1,0
20807.913,12.83,11,20,9,1,0
21070.563,13.1,12,20,9,1,0
21142.375,12.88,13,20,9,1,0
21199.563,12.22,14,20,9,1,0
20826.913,11.96,15,20,9,1,0
20625.375,11.4,16,20,9,1,0
20395.75,10.71,17,20,9,1,0
20327.213,10.4,18,20,9,1,0
20693.1,10.21,19,20,9,1,0
22078.575,9.91,20,20,9,1,0
21752.225,9.61,21,20,9,1,0
20021.45,9.36,22,20,9,1,0
18247.275,9.06,23,20,9,1,0
16845.375,8.68,0,21,9,2,0
15844.688,8.61,1,21,9,2,0
15213.863,8.32,2,21,9,2,0
14953.488,7.97,3,21,9,2,0
14989.225,7.79,4,21,9,2,0
15207.713,7.58,5,21,9,2,0
15941.45,7.4,6,21,9,2,0
18020.35,7.82,7,21,9,2,0
19891.588,9.09,8,21,9,2,0
20889.275,10.62,9,21,9,2,0
21152.275,12.35,10,21,9,2,0
20961.2,13.2,11,21,9,2,0
21301.95,13.6,12,21,9,2,0
21322.688,13.15,13,21,9,2,0
21288.788,12.46,14,21,9,2,0
20883.875,11.62,15,21,9,2,0
20729.963,10.49,16,21,9,2,0
20413.775,9.67,17,21,9,2,0
20227.188,9.2,18,21,9,2,0
20577.588,8.79,19,21,9,2,0
22182.575,8.51,20,21,9,2,0
21880.8,8.14,21,21,9,2,0
20146.95,7.82,22,21,9,2,0
18250.15,7.45,23,21,9,2,0
16791.038,7.15,0,22,9,3,0
15721.663,6.86,1,22,9,3,0
15310.063,6.7,2,22,9,3,0
14964.563,6.53,3,22,9,3,0
14964.663,6.41,4,22,9,3,0
15228.05,6.4,5,22,9,3,0
15957.25,6.3,6,22,9,3,0
18108.95,6.66,7,22,9,3,0
19925.625,8.42,8,22,9,3,0
20892.175,10.47,9,22,9,3,0
21117.925,12.14,10,22,9,3,0
20984.5,13.27,11,22,9,3,0
21284.713,13.7,12,22,9,3,0
21263.275,13.44,13,22,9,3,0
21263.475,12.92,14,22,9,3,0
20968.85,11.81,15,22,9,3,0
20663.125,11.07,16,22,9,3,0
20339.575,10.24,17,22,9,3,0
20111.413,9.8,18,22,9,3,0
20528.575,9.56,19,22,9,3,0
22284.475,9.28,20,22,9,3,0
21868.775,8.72,21,22,9,3,0
20194.325,8.37,22,22,9,3,0
18412.538,7.97,23,22,9,3,0
17070.775,7.8,0,23,9,4,0
15992.25,7.5,1,23,9,4,0
15384.075,7.42,2,23,9,4,0
15115.175,7.47,3,23,9,4,0
15125.95,7.36,4,23,9,4,0
15359.638,7.34,5,23,9,4,0
16089.575,7.4,6,23,9,4,0
18009.738,8.21,7,23,9,4,0
19894.313,9.77,8,23,9,4,0
20832.463,12.01,9,23,9,4,0
21096.775,13.66,10,23,9,4,0
21105.4,14.57,11,23,9,4,0
21268.55,15.0,12,23,9,4,0
21211.913,14.68,13,23,9,4,0
21115.9,14.37,14,23,9,4,0
20791.0,13.82,15,23,9,4,0
20653.713,13.01,16,23,9,4,0
20436.95,12.22,17,23,9,4,0
20249.575,11.9,18,23,9,4,0
20559.363,11.42,19,23,9,4,0
22101.025,11.18,20,23,9,4,0
21589.188,10.85,21,23,9,4,0
20002.363,10.75,22,23,9,4,0
18198.8,10.63,23,23,9,4,0
16865.675,10.37,0,24,9,5,0
15879.313,10.15,1,24,9,5,0
15253.25,10.03,2,24,9,5,0
14848.025,9.78,3,24,9,5,0
14782.363,9.69,4,24,9,5,0
14810.088,9.76,5,24,9,5,0
14866.65,9.6,6,24,9,5,0
15538.425,10.01,7,24,9,5,0
16719.188,10.95,8,24,9,5,0
18151.925,12.99,9,24,9,5,0
19063.038,15.07,10,24,9,5,0
19309.363,16.38,11,24,9,5,0
19349.238,16.9,12,24,9,5,0
19095.225,16.33,13,24,9,5,0
18922.963,15.54,14,24,9,5,0
18239.813,14.52,15,24,9,5,0
17900.688,13.56,16,24,9,5,0
17682.5,12.53,17,24,9,5,0
17540.763,12.0,18,24,9,5,0
18201.35,11.34,19,24,9,5,0
19638.825,10.78,20,24,9,5,0
19219.875,10.36,21,24,9,5,0
17992.95,9.81,22,24,9,5,0
16714.663,9.31,23,24,9,5,0
15343.25,8.9,0,25,9,6,0
14400.55,8.43,1,25,9,6,0
13729.7,8.07,2,25,9,6,0
13426.963,7.74,3,25,9,6,0
13309.725,7.4,4,25,9,6,0
13240.988,7.34,5,25,9,6,0
13363.5,7.3,6,25,9,6,0
13318.175,7.83,7,25,9,6,0
13929.138,9.56,8,25,9,6,0
15059.788,11.66,9,25,9,6,0
16093.988,13.85,10,25,9,6,0
16669.963,15.5,11,25,9,6,0
16780.775,15.9,12,25,9,6,0
16831.938,15.44,13,25,9,6,0
16729.55,14.66,14,25,9,6,0
16307.438,13.24,15,25,9,6,0
15875.788,12.15,16,25,9,6,0
15676.525,11.0,17,25,9,6,0
15884.438,10.2,18,25,9,6,0
16695.638,9.81,19,25,9,6,0
18502.4,9.38,20,25,9,6,0
17940.763,8.97,21,25,9,6,0
16863.15,8.26,22,25,9,6,0
15758.213,7.73,23,25,9,6,0
14588.038,7.48,0,26,9,0,0
13841.138,7.48,1,26,9,0,0
13511.2,7.28,2,26,9,0,0
13407.25,7.17,3,26,9,0,0
13466.338,6.85,4,26,9,0,0
13788.85,6.91,5,26,9,0,0
14717.55,6.9,6,26,9,0,0
17304.4,7.3,7,26,9,0,0
19456.15,8.74,8,26,9,0,0
20674.738,11.02,9,26,9,0,0
21119.438,12.84,10,26,9,0,0
21001.875,14.19,11,26,9,0,0
21157.625,14.6,12,26,9,0,0
21190.913,13.97,13,26,9,0,0
21167.613,13.08,14,26,9,0,0
20865.225,12.21,15,26,9,0,0
20642.038,11.37,16,26,9,0,0
20428.2,10.26,17,26,9,0,0
20172.45,9.4,18,26,9,0,0
20769.913,8.83,19,26,9,0,0
22337.775,8.28,20,26,9,0,0
21784.875,7.85,21,26,9,0,0
20057.025,7.53,22,26,9,0,0
18257.1,7.1,23,26,9,0,0
16880.213,6.77,0,27,9,1,0
16017.838,6.47,1,27,9,1,0
15543.1,6.11,2,27,9,1,0
15242.9,5.79,3,27,9,1,0
15287.975,5.57,4,27,9,1,0
15522.963,5.31,5,27,9,1,0
16277.838,5.1,6,27,9,1,0
18427.85,5.84,7,27,9,1,0
20305.125,7.91,8,27,9,1,0
21186.7,10.36,9,27,9,1,0
21417.15,12.81,10,27,9,1,0
21187.525,14.74,11,27,9,1,0
21332.863,15.3,12,27,9,1,0
21508.125,14.77,13,27,9,1,0
21396.125,13.58,14,27,9,1,0
20979.238,12.45,15,27,9,1,0
20784.55,11.18,16,27,9,1,0
20520.375,10.06,17,27,9,1,0
20344.513,9.4,18,27,9,1,0
21030.563,8.87,19,27,9,1,0
22584.263,8.33,20,27,9,1,0
22069.675,7.7,21,27,9,1,0
20437.888,7.4,22,27,9,1,0
18568.438,6.83,23,27,9,1,0
17177.375,6.3,0,28,9,2,0
16133.638,6.02,1,28,9,2,0
15578.313,5.96,2,28,9,2,0
15283.688,5.83,3,28,9,2,0
15255.688,5.66,4,28,9,2,0
15489.638,5.5,5,28,9,2,0
16145.05,5.8,6,28,9,2,0
18305.125,6.58,7,28,9,2,0
20033.075,9.03,8,28,9,2,0
21127.05,11.89,9,28,9,2,0
21437.263,14.3,10,28,9,2,0
21260.038,16.43,11,28,9,2,0
21429.763,17.4,12,28,9,2,0
21475.15,17.13,13,28,9,2,0
21360.263,16.54,14,28,9,2,0
21004.813,15.78,15,28,9,2,0
20859.013,15.39,16,28,9,2,0
20628.538,15.2,17,28,9,2,0
20524.938,15.0,18,28,9,2,0
21267.113,15.04,19,28,9,2,0
22579.538,14.88,20,28,9,2,0
21915.7,14.87,21,28,9,2,0
20154.8,14.81,22,28,9,2,0
18429.113,14.74,23,28,9,2,0
17109.688,14.63,0,29,9,3,0
16152.65,14.53,1,29,9,3,0
15604.113,14.54,2,29,9,3,0
15254.325,14.62,3,29,9,3,0
15327.05,14.74,4,29,9,3,0
15487.55,14.72,5,29,9,3,0
16186.8,14.8,6,29,9,3,0
18238.588,15.36,7,29,9,3,0
19972.15,16.38,8,29,9,3,0
20836.35,17.64,9,29,9,3,0
21077.75,19.57,10,29,9,3,0
21014.738,20.73,11,29,9,3,0
21314.438,21.1,12,29,9,3,0
21389.375,20.78,13,29,9,3,0
21340.313,20.11,14,29,9,3,0
20937.675,19.09,15,29,9,3,0
20763.738,18.47,16,29,9,3,0
20412.838,17.73,17,29,9,3,0
20284.675,17.3,18,29,9,3,0
21130.163,16.89,19,29,9,3,0
22611.413,16.61,20,29,9,3,0
21822.3,16.25,21,29,9,3,0
20104.438,15.9,22,29,9,3,0
18342.488,15.78,23,29,9,3,0
16980.95,15.41,0,30,9,4,0
16060.863,15.3,1,30,9,4,0
15429.188,15.21,2,30,9,4,0
15100.738,15.01,3,30,9,4,0
15077.813,15.05,4,30,9,4,0
15254.413,14.91,5,30,9,4,0
15978.863,14.9,6,30,9,4,0
18116.713,15.35,7,30,9,4,0
19805.025,16.18,8,30,9,4,0
20841.388,17.57,9,30,9,4,0
21240.013,19.24,10,30,9,4,0
21139.9,20.77,11,30,9,4,0
21410.8,20.9,12,30,9,4,0
21408.525,20.46,13,30,9,4,0
21314.15,19.37,14,30,9,4,0
20993.825,18.1,15,30,9,4,0
20746.875,17.15,16,30,9,4,0
20455.638,16.11,17,30,9,4,0
20327.725,15.1,18,30,9,4,0
21069.95,14.52,19,30,9,4,0
22329.025,13.9,20,30,9,4,0
21576.825,13.36,21,30,9,4,0
19883.263,12.84,22,30,9,4,0
18189.663,12.26,23,30,9,4,0
16828.013,11.76,0,1,10,5,0
15850.788,11.4,1,1,10,5,0
15244.463,11.14,2,1,10,5,0
14878.525,10.78,3,1,10,5,0
14835.063,10.52,4,1,10,5,0
14769.4,10.22,5,1,10,5,0
14856.7,10.1,6,1,10,5,0
15584.875,10.7,7,1,10,5,0
16654.488,12.8,8,1,10,5,0
17904.813,15.14,9,1,10,5,0
18710.513,17.58,10,1,10,5,0
19042.075,19.58,11,1,10,5,0
19169.738,20.15,12,1,10,5,0
19024.875,19.64,13,1,10,5,0
18826.388,18.28,14,1,10,5,0
18280.063,17.05,15,1,10,5,0
17865.838,15.9,16,1,10,5,0
17700.713,14.94,17,1,10,5,0
17647.0,14.45,18,1,10,5,0
18549.063,14.03,19,1,10,5,0
19588.588,13.48,20,1,10,5,0
18932.15,13.04,21,1,10,5,0
17562.263,12.82,22,1,10,5,0
16367.775,12.68,23,1,10,5,0
15255.513,12.56,0,2,10,6,0
14209.588,12.33,1,2,10,6,0
13595.938,12.12,2,2,10,6,0
13299.475,11.94,3,2,10,6,0
13149.05,11.78,4,2,10,6,0
13148.75,11.7,5,2,10,6,0
13313.738,11.7,6,2,10,6,0
13503.15,12.5,7,2,10,6,0
13870.975,14.18,8,2,10,6,0
14950.938,16.13,9,2,10,6,0
15982.563,18.15,10,2,10,6,0
16544.125,19.93,11,2,10,6,0
16675.85,20.4,12,2,10,6,0
16525.525,19.86,13,2,10,6,0
16559.725,18.97,14,2,10,6,0
16309.563,17.56,15,2,10,6,0
15911.463,16.37,16,2,10,6,0
15807.625,15.34,17,2,10,6,0
16115.138,14.8,18,2,10,6,0
17430.55,14.72,19,2,10,6,0
18509.738,14.59,20,2,10,6,0
18061.413,14.29,21,2,10,6,0
17070.225,13.86,22,2,10,6,0
15934.025,13.52,23,2,10,6,0
14786.113,13.23,0,3,10,0,0
14058.763,13.12,1,3,10,0,0
13683.875,12.98,2,3,10,0,0
13602.05,12.85,3,3,10,0,0
13529.725,12.6,4,3,10,0,0
13903.025,12.5,5,3,10,0,0
14856.475,12.3,6,3,10,0,0
17783.0,12.23,7,3,10,0,0
19933.3,12.54,8,3,10,0,0
21138.188,12.64,9,3,10,0,0
21613.713,12.64,10,3,10,0,0
21547.713,12.92,11,3,10,0,0
21869.113,12.85,12,3,10,0,0
21951.85,12.88,13,3,10,0,0
21981.1,12.54,14,3,10,0,0
21571.513,12.02,15,3,10,0,0
21300.513,11.67,16,3,10,0,0
20939.713,11.5,17,3,10,0,0
20925.2,11.35,18,3,10,0,0
21735.213,11.27,19,3,10,0,0
22408.488,11.12,20,3,10,0,0
21581.075,11.01,21,3,10,0,0
20025.438,10.8,22,3,10,0,0
18328.438,10.63,23,3,10,0,0
17007.425,10.52,0,4,10,1,0
16035.525,10.5,1,4,10,1,0
15493.875,10.45,2,4,10,1,0
15061.913,10.27,3,4,10,1,0
15176.138,9.96,4,4,10,1,0
15299.425,9.87,5,4,10,1,0
15916.863,9.8,6,4,10,1,0
18269.888,9.91,7,4,10,1,0
20034.8,10.1,8,4,10,1,0
21016.575,10.47,9,4,10,1,0
21291.063,10.62,10,4,10,1,0
21131.238,10.52,11,4,10,1,0
21246.0,10.3,12,4,10,1,0
21355.402919408985,10.11,13,4,10,1,0
21346.616338233714,9.78,14,4,10,1,0
21229.17672882824,9.44,15,4,10,1,0
21012.620563546596,9.08,16,4,10,1,0
20706.48431474282,8.64,17,4,10,1,0
20320.304454770932,8.2,18,4,10,1,0
19863.61745598499,7.82,19,4,10,1,0
19345.95979073902,7.49,20,4,10,1,0
18776.867931387053,7.24,21,4,10,1,0
18165.878350283136,6.88,22,4,10,1,0
17522.527519781295,6.45,23,4,10,1,0
16856.351912235576,6.02,0,5,10,2,0
16176.888,5.7,1,5,10,2,0
15562.425,5.28,2,5,10,2,0
15287.825,4.96,3,5,10,2,0
15366.638,4.7,4,5,10,2,0
15633.425,4.54,5,5,10,2,0
16308.85,4.45,6,5,10,2,0
18623.088,4.42,7,5,10,2,0
20532.588,4.54,8,5,10,2,0
21618.3,4.55,9,5,10,2,0
21985.963,4.66,10,5,10,2,0
21942.725,4.74,11,5,10,2,0
22122.288,4.8,12,5,10,2,0
22317.975,4.78,13,5,10,2,0
22306.288,4.65,14,5,10,2,0
21989.313,4.6,15,5,10,2,0
21746.388,4.55,16,5,10,2,0
21524.438,4.53,17,5,10,2,0
21585.175,4.6,18,5,10,2,0
22312.663,4.46,19,5,10,2,0
22836.613,4.3,20,5,10,2,0
22069.313,4.21,21,5,10,2,0
20612.2,4.08,22,5,10,2,0
18848.025,3.9,23,5,10,2,0
17581.425,3.9,0,6,10,3,0
16544.7,3.94,1,6,10,3,0
15940.85,3.92,2,6,10,3,0
15674.4,3.84,3,6,10,3,0
15706.488,3.71,4,6,10,3,0
15911.838,3.66,5,6,10,3,0
16567.025,3.65,6,6,10,3,0
18862.013,4.15,7,6,10,3,0
20720.325,4.76,8,6,10,3,0
21844.463,6.12,9,6,10,3,0
22133.163,6.99,10,6,10,3,0
22001.825,7.34,11,6,10,3,0
22312.613,7.35,12,6,10,3,0
22336.588,7.1,13,6,10,3,0
22303.938,6.62,14,6,10,3,0
21794.188,6.09,15,6,10,3,0
21617.725,5.32,16,6,10,3,0
21266.475,4.5,17,6,10,3,0
21185.063,3.95,18,6,10,3,0
22237.538,3.73,19,6,10,3,0
23017.05,3.6,20,6,10,3,0
22398.475,3.44,21,6,10,3,0
20901.188,3.21,22,6,10,3,0
19143.563,3.02,23,6,10,3,0
17785.463,2.89,0,7,10,4,0
16663.25,2.79,1,7,10,4,0
16159.875,2.68,2,7,10,4,0
15887.65,2.62,3,7,10,4,0
15819.3,2.5,4,7,10,4,0
16164.1,2.49,5,7,10,4,0
17007.775,2.4,6,7,10,4,0
19399.913,2.8,7,7,10,4,0
21075.738,4.16,8,7,10,4,0
21875.675,5.55,9,7,10,4,0
22080.925,6.85,10,7,10,4,0
21993.013,7.92,11,7,10,4,0
22093.588,8.1,12,7,10,4,0
22045.325,7.88,13,7,10,4,0
22046.25,7.58,14,7,10,4,0
21575.225,6.96,15,7,10,4,0
21303.625,6.3,16,7,10,4,0
21003.213,5.68,17,7,10,4,0
21029.113,5.35,18,7,10,4,0
22032.8,5.15,19,7,10,4,0
22722.95,4.96,20,7,10,4,0
22022.163,4.8,21,7,10,4,0
20429.3,4.73,22,7,10,4,0
18864.075,4.63,23,7,10,4,0
17561.163,4.46,0,8,10,5,0
16551.113,4.35,1,8,10,5,0
15913.75,4.31,2,8,10,5,0
15459.738,4.31,3,8,10,5,0
15379.075,4.38,4,8,10,5,0
15484.45,4.5,5,8,10,5,0
15568.163,4.6,6,8,10,5,0
16386.425,4.97,7,8,10,5,0
17254.625,5.42,8,8,10,5,0
18504.025,6.34,9,8,10,5,0
19394.913,6.9,10,8,10,5,0
19692.55,7.62,11,8,10,5,0
19866.738,7.9,12,8,10,5,0
19781.688,7.72,13,8,10,5,0
19564.338,7.44,14,8,10,5,0
18956.138,6.91,15,8,10,5,0
18623.05,6.56,16,8,10,5,0
18486.75,6.13,17,8,10,5,0
18681.975,6.0,18,8,10,5,0
19663.688,5.86,19,8,10,5,0
19983.738,5.83,20,8,10,5,0
19392.325,5.68,21,8,10,5,0
18171.913,5.57,22,8,10,5,0
17106.975,5.42,23,8,10,5,0
15990.188,5.28,0,9,10,6,0
14937.725,5.24,1,9,10,6,0
14190.7,5.15,2,9,10,6,0
13782.175,5.06,3,9,10,6,0
13538.15,4.96,4,9,10,6,0
13577.313,4.97,5,9,10,6,0
13772.313,5.1,6,9,10,6,0
14104.05,5.42,7,9,10,6,0
14378.338,6.14,8,9,10,6,0
15357.425,7.1,9,9,10,6,0
16297.975,8.12,10,9,10,6,0
16818.5,8.9,11,9,10,6,0
17103.838,9.25,12,9,10,6,0
17144.563,8.82,13,9,10,6,0
17186.825,8.22,14,9,10,6,0
16813.538,7.71,15,9,10,6,0
16461.15,7.2,16,9,10,6,0
16329.225,6.79,17,9,10,6,0
16661.063,6.55,18,9,10,6,0
18113.0,6.5,19,9,10,6,0
18827.925,6.41,20,9,10,6,0
18401.975,6.38,21,9,10,6,0
17329.525,6.33,22,9,10,6,0
16585.8,6.36,23,9,10,6,0
15530.275,6.37,0,10,10,0,0
14633.5,6.22,1,10,10,0,0
14225.925,6.15,2,10,10,0,0
14069.688,6.22,3,10,10,0,0
14116.113,6.27,4,10,10,0,0
14416.188,6.2,5,10,10,0,0
15546.675,6.25,6,10,10,0,0
18527.325,6.42,7,10,10,0,0
20463.75,6.94,8,10,10,0,0
21548.125,7.48,9,10,10,0,0
21853.375,8.01,10,10,10,0,0
21870.375,8.54,11,10,10,0,0
22103.788,8.65,12,10,10,0,0
22137.063,8.6,13,10,10,0,0
22211.388,8.36,14,10,10,0,0
21751.125,7.94,15,10,10,0,0
21531.525,7.48,16,10,10,0,0
21223.725,7.08,17,10,10,0,0
21422.738,6.8,18,10,10,0,0
22503.85,6.61,19,10,10,0,0
23066.663,6.47,20,10,10,0,0
22388.738,6.34,21,10,10,0,0
20833.425,6.2,22,10,10,0,0
19187.063,6.05,23,10,10,0,0
17754.95,5.9,0,11,10,1,0
16649.025,5.8,1,11,10,1,0
16056.513,5.7,2,11,10,1,0
15720.975,5.52,3,11,10,1,0
15816.7,5.41,4,11,10,1,0
15999.275,5.28,5,11,10,1,0
16760.2,5.25,6,11,10,1,0
19229.825,5.34,7,11,10,1,0
21003.963,5.66,8,11,10,1,0
21894.1,6.02,9,11,10,1,0
22199.188,6.37,10,11,10,1,0
22107.55,6.57,11,11,10,1,0
22357.013,6.65,12,11,10,1,0
22483.088,6.62,13,11,10,1,0
22504.725,6.6,14,11,10,1,0
22226.85,6.52,15,11,10,1,0
21924.65,6.34,16,11,10,1,0
21792.213,6.22,17,11,10,1,0
21971.35,6.2,18,11,10,1,0
22801.338,6.18,19,11,10,1,0
23027.863,6.17,20,11,10,1,0
22411.6,6.16,21,11,10,1,0
20871.0,6.12,22,11,10,1,0
19307.5,6.06,23,11,10,1,0
17876.188,6.0,0,12,10,2,0
16763.85,5.91,1,12,10,2,0
16202.775,5.92,2,12,10,2,0
15820.4,5.92,3,12,10,2,0
15769.7,5.92,4,12,10,2,0
16089.625,5.89,5,12,10,2,0
16843.8,5.9,6,12,10,2,0
19211.138,5.96,7,12,10,2,0
21050.713,6.08,8,12,10,2,0
22011.2,6.31,9,12,10,2,0
22498.413,6.62,10,12,10,2,0
22621.413,6.83,11,12,10,2,0
22920.425,7.0,12,12,10,2,0
22960.0,7.02,13,12,10,2,0
22966.2,6.97,14,12,10,2,0
22563.788,6.9,15,12,10,2,0
22213.838,6.9,16,12,10,2,0
22015.188,6.76,17,12,10,2,0
22153.263,6.7,18,12,10,2,0
23022.363,6.65,19,12,10,2,0
23228.588,6.46,20,12,10,2,0
22600.4,6.22,21,12,10,2,0
21027.2,5.83,22,12,10,2,0
19331.725,5.64,23,12,10,2,0
17962.6,5.42,0,13,10,3,0
16906.6,5.2,1,13,10,3,0
16325.8,4.96,2,13,10,3,0
16000.775,4.74,3,13,10,3,0
16058.313,4.54,4,13,10,3,0
16288.063,4.37,5,13,10,3,0
17022.725,4.2,6,13,10,3,0
19595.675,4.38,7,13,10,3,0
21321.25,4.56,8,13,10,3,0
